运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1
时间 (秒 s),角 (弧度 rad),角速度 (弧度/秒 rad/s),角加速度 (弧度/秒² rad/s²),位置 (米 m),速度 (米/秒 m/s),加速度 (米/秒² m/s²),角 (弧度 rad),角速度 (弧度/秒 rad/s),角加速度 (弧度/秒² rad/s²),位置 (米 m),速度 (米/秒 m/s),加速度 (米/秒² m/s²)
2.600,2.337,-6.597,3.927,0.0558,-0.157,0.094,0.002,-0.016,-0.157,3.7500E-5,-3.750E-4,-0.004
2.610,2.271,-6.597,7.854,0.0542,-0.158,0.187,,,,,,
2.620,2.205,-6.440,11.781,0.0527,-0.154,0.281,,,,,,
2.630,2.143,-6.362,3.927,0.0512,-0.152,0.094,,,,,,
2.640,2.078,-6.362,3.927,0.0496,-0.152,0.094,,,,,,
2.650,2.015,-6.283,11.781,0.0481,-0.150,0.281,0.000,-0.016,0.157,0.0000,-3.750E-4,0.004
2.660,1.953,-6.126,11.781,0.0466,-0.146,0.281,,,,,,
2.670,1.893,-6.048,7.854,0.0452,-0.144,0.188,,,,,,
2.680,1.832,-5.969,15.708,0.0437,-0.142,0.375,,,,,,
2.690,1.773,-5.733,15.708,0.0423,-0.137,0.375,,,,,,
2.700,1.717,-5.655,11.781,0.0410,-0.135,0.281,0.000,0.000,0.157,0.0000,0.000,0.004
2.710,1.660,-5.498,15.708,0.0396,-0.131,0.375,,,,,,
2.720,1.607,-5.341,15.708,0.0384,-0.127,0.375,,,,,,
2.730,1.554,-5.184,15.708,0.0371,-0.124,0.375,,,,,,
2.740,1.503,-5.027,15.708,0.0359,-0.120,0.375,,,,,,
2.750,1.453,-4.869,19.635,0.0347,-0.116,0.469,0.000,0.000,0.000,0.0000,0.000,0.000
2.760,1.406,-4.634,19.635,0.0336,-0.111,0.469,,,,,,
2.770,1.360,-4.477,15.708,0.0325,-0.107,0.375,,,,,,
2.780,1.316,-4.320,19.635,0.0314,-0.103,0.469,,,,,,
2.790,1.274,-4.084,23.562,0.0304,-0.097,0.562,,,,,,
2.800,1.235,-3.848,23.562,0.0295,-0.092,0.562,0.000,0.000,0.000,0.0000,0.000,0.000
2.810,1.197,-3.613,19.635,0.0286,-0.086,0.469,,,,,,
2.820,1.162,-3.456,19.635,0.0278,-0.082,0.469,,,,,,
2.830,1.128,-3.220,23.562,0.0269,-0.077,0.562,,,,,,
2.840,1.098,-2.985,23.562,0.0262,-0.071,0.562,,,,,,
2.850,1.068,-2.749,27.489,0.0255,-0.066,0.656,0.000,0.000,0.000,0.0000,0.000,0.000
2.860,1.043,-2.435,23.562,0.0249,-0.058,0.562,,,,,,
2.870,1.019,-2.278,19.635,0.0243,-0.054,0.469,,,,,,
2.880,0.997,-2.042,27.489,0.0238,-0.049,0.656,,,,,,
2.890,0.979,-1.728,27.489,0.0234,-0.041,0.656,,,,,,
2.900,0.963,-1.492,19.635,0.0230,-0.036,0.469,0.000,0.000,0.000,0.0000,0.000,0.000
2.910,0.949,-1.335,23.562,0.0227,-0.032,0.563,,,,,,
2.920,0.936,-1.021,27.489,0.0224,-0.024,0.656,,,,,,
2.930,0.928,-0.785,19.635,0.0222,-0.019,0.469,,,,,,
2.940,0.920,-0.628,27.489,0.0220,-0.015,0.656,,,,,,
2.950,0.916,-0.236,31.416,0.0219,-0.006,0.750,0.000,0.000,0.000,0.0000,0.000,0.000
2.960,0.916,0.000,19.635,0.0219,0.000,0.469,,,,,,
2.970,0.916,0.157,23.562,0.0219,0.004,0.562,,,,,,
2.980,0.919,0.471,27.489,0.0219,0.011,0.656,,,,,,
2.990,0.925,0.707,19.635,0.0221,0.017,0.469,,,,,,
3.000,0.933,0.864,23.562,0.0223,0.021,0.563,0.000,0.000,0.000,0.0000,0.000,0.000
3.010,0.942,1.178,31.416,0.0225,0.028,0.750,,,,,,
